trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Export (NL seller),Beheer Autobedrijven Mulder B.V.,87111000,871110,7,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity not exceeding 50cc, with or without side-cars; side-cars",MARKS2830,Netherlands,Jordan,Jordan,9,2024,1,2024-01,2024-01-23,20240108,20240108,export,1,1587098.64,1745.17,kg,KG,Beheer Autobedrijven Mulder B.V.,[in full dataset],Dordrecht,,www.mulderautomotive.nl,[in full dataset],Y,SOCIAL SECURITY INVESTMENT FUND,[in full dataset],Amman,,www.ssiu.gov.jo,[in full dataset],Y,Beheer Autobedrijven Mulder B.V.,[in full dataset],,11687.2,11687.2,Amsterdam,Main Container Port,Amman,1,1,14.61,HMM ALGECIRAS,IMO6753160,PA,V980,155,ZIMU,SWB,MAEU585903082,MAEU907782332,BMOU1912428,40HC,TANK,HC,FCL,CY/CY,DSV,1538.67
Export (NL seller),Checks & Balances B.V.,90241040,902410,8,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals",MARKS5452,Netherlands,South Korea,South Korea,7,2019,12,2019-12,2019-12-14,20191216,20191216,export,1,57876189.26,212.78,kg,KG,Checks & Balances B.V.,[in full dataset],Enschede,,,,Y,ASAN FOUNDATION,[in full dataset],Seoul,,www.amc.seoul.kr,[in full dataset],Y,Checks & Balances B.V.,[in full dataset],,1387.7,1387.7,Amsterdam,Gwangyang,Seoul,1,1,1.73,MSC GULSUN,IMO1190504,SG,V628,424,APLU,HBL,EGLV790067326,YMLU905769640,CAIU6391416,45HC,FLAT RACK,GP,FCL,CFS/CFS,Nippon Express,200
Import (NL buyer),Koninklijke Van Leeuwen B.V.,73181410,731814,7,Iron or steel; threaded self-tapping screws,MARKS6603,New Zealand,Netherlands,Netherlands,5,2021,3,2021-03,2021-03-06,20210320,20210320,import,1,168272.13,115863.43,kg,KG,CHINA CONSTRUCTION BANK CORPORATION,[in full dataset],Auckland,,,,Y,Koninklijke Van Leeuwen B.V.,[in full dataset],Zwijndrecht,,www.vanleeuwen.com,[in full dataset],Y,CHINA CONSTRUCTION BANK CORPORATION,[in full dataset],,18483.5,18483.5,Tauranga,Amsterdam,Zwijndrecht,1,1,23.1,MSC OSCAR,IMO9607197,PA,V431,276,APLU,MBL,COSU340606248,HLCU675631465,FCIU4913610,45HC,REEFER,RF,FCL,CY/CFS,DSV,108039.84
Export (NL seller),Paula's Choice Europe B.V.,30034300,300343,9,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",MARKS7092,Netherlands,India,India,9,2015,6,2015-06,2015-06-15,20150610,20150610,export,1,4610380.81,2847.5,kg,KG,Paula's Choice Europe B.V.,[in full dataset],Amersfoort,,www.paulaschoice.co.uk,[in full dataset],Y,BASF INDIA LIMITED,[in full dataset],Mumbai,,www.basf.com/in,[in full dataset],Y,Paula's Choice Europe B.V.,[in full dataset],,20373.6,20373.6,Amsterdam,"Mundra, Gujarat",Mumbai,1,1,25.47,CSCL GLOBE,IMO1601860,SG,V927,627,MSCU,SWB,CMDU961109795,HLCU538110762,TGHU6744126,40HC,DRY,GP,FCL,CY/CY,CEVA Logistics,2584.13
Export (NL seller),Life Technologies Europe B.V.,84301000,843010,9,Pile-drivers and pile-extractors,MARKS1569,Netherlands,Somalia,Somalia,7,2018,12,2018-12,2018-12-16,20181213,20181213,export,1,306013.26,4490.25,kg,KG,Life Technologies Europe B.V.,[in full dataset],Bleiswijk,,www.appzera.nl,[in full dataset],N,HINNA AGRI-EQUIPMENT-BUSINESS-COMPANY,[in full dataset],Mogadishu,,,,Y,Life Technologies Europe B.V.,[in full dataset],,1941.2,1941.2,Amsterdam,Main Container Port,Mogadishu,1,1,2.43,ONE APUS,IMO5859008,LR,V603,194,HMMU,MBL,CMDU744986177,COSU456396722,FCIU7525582,45HC,TANK,GP,FCL,CY/CY,Nippon Express,4126.73
Import (NL buyer),Shiloh Industries Netherlands B.V.,76121000,761210,5,"Aluminium; collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",MARKS3766,Chile,Netherlands,Netherlands,8,2022,4,2022-04,2022-04-08,20220420,20220420,import,1,162054.94,14051.03,kg,KG,Grace S.A.,[in full dataset],SANTIAGO,,www.grace.com,[in full dataset],N,Shiloh Industries Netherlands B.V.,[in full dataset],Amsterdam,,www.durashiloh.com,[in full dataset],Y,Grace S.A.,[in full dataset],,15206.6,15206.6,San Antonio,Amsterdam,Amsterdam,1,1,19.01,MSC GULSUN,IMO1327182,MH,V601,979,YMLU,MBL,YMLU863382004,MSCU538137149,GESU2719886,45HC,FLAT RACK,HC,FCL,CFS/CFS,DSV,13109.32
Export (NL seller),Baars en Bloemhoff B.V.,84549000,845490,7,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",MARKS3579,Netherlands,Equatorial Guinea,Equatorial Guinea,5,2022,6,2022-06,2022-06-21,20220615,20220615,export,1,237418.16,17920.61,kg,KG,Baars en Bloemhoff B.V.,[in full dataset],Utrecht,,www.baars-bloemhoff.nl,[in full dataset],Y,Empresa Ecuatoguineana De Alquiler De Coches Sa,[in full dataset],Bioko,,www.europcar.fr,[in full dataset],Y,Baars en Bloemhoff B.V.,[in full dataset],,12092.1,12092.1,Amsterdam,Main Container Port,Bioko,1,1,15.12,MOL TRIUMPH,IMO3404068,SG,V264,442,OOLU,HBL,CMDU530422538,COSU852080032,BMOU1436273,40HC,OPEN TOP,HC,FCL,CFS/CFS,DHL Global Forwarding,16853.33
Import (NL buyer),TotalEnergies EP Absheron B.V.,27112900,271129,6,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",MARKS9090,Malaysia,Netherlands,Netherlands,8,2016,10,2016-10,2016-10-08,20161010,20161010,export,1,23268.63,25452.14,kg,KG,PETRONAS DAGANGAN BERHAD,[in full dataset],Kuala Lumpur,,www.mymesra.com.my,[in full dataset],Y,TotalEnergies EP Absheron B.V.,[in full dataset],'s-Gravenhage,,www.total-e.com,[in full dataset],Y,PETRONAS DAGANGAN BERHAD,[in full dataset],,13967.3,13967.3,Penang,Amsterdam,'s-Gravenhage,1,1,17.46,COSCO UNIVERSE,IMO7836543,MH,V538,120,APLU,MBL,MAEU562064151,HLCU211849300,TCLU7926832,20GP,FLAT RACK,HC,FCL,CY/CY,DB Schenker,23268.63
Import (NL buyer),GE Healthcare B.V.,30034900,300349,7,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, (not packaged for retail sale)",MARKS9471,Indonesia,Netherlands,Netherlands,5,2015,6,2015-06,2015-06-18,20150606,20150606,export,1,1187407,140889.91,kg,KG,PT SURYA HIDUP SATWA,[in full dataset],Kota Administrasi Jakarta Utara,,www.shs.co.id,[in full dataset],Y,GE Healthcare B.V.,[in full dataset],Eindhoven,,www.gehealthcare.nl,[in full dataset],N,PT SURYA HIDUP SATWA,[in full dataset],,1802.5,1802.5,"Tanjung Priok, Jakarta",Rotterdam,Eindhoven,1,1,2.25,HMM ALGECIRAS,IMO4525745,SG,V991,969,ONEY,HBL,EGLV169978883,HLCU762133649,MSCU4438659,40GP,TANK,RF,LCL,CFS/CFS,CEVA Logistics,128233.15
Export (NL seller),P. Bos Mengvoeder- en Kunstmesthandel B.V.,30046000,300460,8,"Medicaments; containing antimalarial active principles described in Subheading Note 2 to this Chapter, for therapeutic or prophylactic uses, packaged for retail sale",MARKS3203,Netherlands,Hong Kong,Hong Kong,6,2015,6,2015-06,2015-06-20,20150614,20150614,export,1,4935840.38,225.38,kg,KG,P. Bos Mengvoeder- en Kunstmesthandel B.V.,[in full dataset],Ederveen,,www.pbosveevoeders.nl,[in full dataset],N,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED,[in full dataset],Wan Chai,,www.crpharm.com,[in full dataset],Y,P. Bos Mengvoeder- en Kunstmesthandel B.V.,[in full dataset],,18841.9,18841.9,Rotterdam,Hong Kong (Kwai Tsing),Wan Chai,1,1,23.55,EVER ACME,IMO6336800,LR,V356,922,APLU,SWB,COSU652170823,MAEU289693885,TGHU7930543,40HC,OPEN TOP,HC,FCL,CFS/CFS,Nippon Express,200
Export (NL seller),RR&S fitnessreparatie,90192020,901920,7,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",MARKS8811,Netherlands,Ireland,Ireland,8,2019,12,2019-12,2019-12-22,20191210,20191210,import,1,14866522.08,225.63,kg,KG,RR&S fitnessreparatie,[in full dataset],Heerhugowaard,,,,Y,SOLTA MEDICAL IRELAND LIMITED,[in full dataset],DUBLIN,,,,Y,RR&S fitnessreparatie,[in full dataset],,10415.4,10415.4,Amsterdam,Dublin,DUBLIN,1,1,13.02,OOCL HONG KONG,IMO5772233,PA,V381,981,CMDU,MBL,MSCU647277943,MAEU444889404,TCLU3366862,45HC,OPEN TOP,RF,FCL,CY/CY,Sinotrans,200
Import (NL buyer),SHELL Information Technology International B.V.,84452000,844520,7,Textile machinery; spinning machines,MARKS6439,Tajikistan,Netherlands,Netherlands,6,2018,12,2018-12,2018-12-27,20181202,20181202,import,1,2846.05,3175.54,kg,KG,AMA Group LLC,[in full dataset],Dushanbe,,,,Y,SHELL Information Technology International B.V.,[in full dataset],'s-Gravenhage,,www.shell.com,[in full dataset],Y,AMA Group LLC,[in full dataset],,8575.2,8575.2,Main Container Port,Amsterdam,'s-Gravenhage,1,1,10.72,EVER ACME,IMO1632578,LR,V881,368,APLU,SWB,HLCU649041820,YMLU216975201,GESU4281882,45HC,DRY,RF,LCL,CY/CY,DSV,2846.05
Export (NL seller),Neko Ship Supply B.V.,38271200,382712,9,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing hydrobromofluorocarbons (HBFCs)",MARKS5967,Netherlands,Slovenia,Slovenia,6,2023,7,2023-07,2023-07-03,20230727,20230727,export,1,1059404.36,945.03,kg,KG,Neko Ship Supply B.V.,[in full dataset],Rotterdam Albrandswaard,,www.nekoship.nl,[in full dataset],Y,FENOLIT d.d.,[in full dataset],Borovnica,,www.fenolit.si,[in full dataset],Y,Neko Ship Supply B.V.,[in full dataset],,586.2,586.2,Rotterdam,Main Container Port,Borovnica,1,1,0.73,MSC OSCAR,IMO3843545,PA,V430,731,COSU,HBL,COSU238134882,ONEY829200237,TGHU2690203,40HC,REEFER,GP,FCL,CY/CY,CEVA Logistics,899.6
Export (NL seller),KW Meubelen,90141000,901410,5,Navigational instruments and appliances; direction finding compasses,MARKS3153,Netherlands,Russia,Russia,6,2019,12,2019-12,2019-12-18,20191203,20191203,export,1,63854945.3,683.58,kg,KG,KW Meubelen,[in full dataset],Grashoek,,,,N,"MOSENERGOSBYT, AO",[in full dataset],Moscow,,www.mosenergosbyt.ru,[in full dataset],Y,KW Meubelen,[in full dataset],,5385.7,5385.7,Amsterdam,Saint Petersburg,Moscow,1,1,6.73,HYUNDAI LOYALTY,IMO8068013,SG,V592,429,YMLU,SWB,MAEU205456878,ONEY165580543,TGHU2813830,40HC,REEFER,HC,FCL,CY/CFS,Expeditors,644.12
Import (NL buyer),Stichting Pensioenfonds voor de Woningcorporaties,87019210,870192,7,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 18kW but not exceeding 37kW,MARKS9231,Serbia,Netherlands,Netherlands,8,2024,1,2024-01,2024-01-09,20240102,20240102,import,1,777303.94,3910.55,kg,KG,AUTO CACAK KOMERC D.O.O. CACAK,[in full dataset],Cacak,,www.autocacakkomerc.com,[in full dataset],Y,Stichting Pensioenfonds voor de Woningcorporaties,[in full dataset],Harderwijk,,www.spw.nl,[in full dataset],Y,AUTO CACAK KOMERC D.O.O. CACAK,[in full dataset],,22020.3,22020.3,Main Container Port,Rotterdam,Harderwijk,1,1,27.53,ONE APUS,IMO6276298,LR,V242,931,CMDU,SWB,CMDU458416036,ONEY396224818,FCIU3753593,45HC,TANK,GP,FCL,CY/CFS,Expeditors,3421.15
Export (NL seller),B.V. Oosterhoutse Beton Centrale II (O.B.C.),73062100,730621,6,"Steel, stainless; casing and tubing of a kind used in drilling for oil and gas, n.e.c. in chapter 73, welded, (not seamless)",MARKS8144,Netherlands,Bahrain,Bahrain,7,2021,3,2021-03,2021-03-06,20210302,20210302,export,1,222416.54,806.68,kg,KG,B.V. Oosterhoutse Beton Centrale II (O.B.C.),[in full dataset],Oosterhout NB,,,,N,UNION HOUSE COMPANY FOR THE MANUFACTURE OF METAL STRUCTURES W.L.L,[in full dataset],Lhassay,,,,N,B.V. Oosterhoutse Beton Centrale II (O.B.C.),[in full dataset],,13603.8,13603.8,Rotterdam,Main Container Port,Lhassay,1,1,17,MAERSK MOLLER,IMO4241057,PA,V446,296,MAEU,MBL,MSCU596757995,COSU495539355,MSCU9610713,40GP,REEFER,HC,LCL,CY/CFS,Nippon Express,715.7
Export (NL seller),De Wit Speciality Oils Materieel B.V.,27131100,271311,9,"Petroleum coke; (not calcined), obtained from bituminous minerals",MARKS3042,Netherlands,Gibraltar,Gibraltar,6,2025,10,2025-10,2025-10-15,20251027,20251027,export,1,68572139.9,228.16,kg,KG,De Wit Speciality Oils Materieel B.V.,[in full dataset],De Waal,,www.dewitoils.nl,[in full dataset],Y,CASPIAN OIL RESOURCES LIMITED,[in full dataset],Gibraltar,,,,Y,De Wit Speciality Oils Materieel B.V.,[in full dataset],,23492.9,23492.9,Amsterdam,Main Container Port,Gibraltar,1,1,29.37,BARZAN,IMO6974577,MH,V307,751,ZIMU,SWB,MSCU520986517,MSCU711556732,MSCU7131747,20GP,FLAT RACK,RF,LCL,CY/CY,CEVA Logistics,200
Export (NL seller),Slump On B.V.,27073000,270730,5,Oils and products of the distillation of high temperature coal tar; xylol (xylenes),MARKS2557,Netherlands,Brazil,Brazil,7,2025,10,2025-10,2025-10-04,20251022,20251022,import,1,26536777,684.2,kg,KG,Slump On B.V.,[in full dataset],Heerenveen,,www.slumpon.nl,[in full dataset],Y,IPIRANGA PRODUTOS DE PETROLEO S.A.,[in full dataset],RIO DE JANEIRO,,www.ipiranga.com,[in full dataset],Y,Slump On B.V.,[in full dataset],,6841.9,6841.9,Amsterdam,Santos,RIO DE JANEIRO,1,1,8.55,OOCL HONG KONG,IMO8063469,SG,V345,231,MAEU,HBL,CMDU183361300,CMDU916726103,FCIU8683305,40GP,REEFER,HC,FCL,CY/CFS,Nippon Express,631.64
Export (NL seller),Tulp Verkoop B.V.,84804100,848041,6,"Moulds; for metal or metal carbides, injection or compression types",MARKS1778,Netherlands,Haiti,Haiti,6,2022,6,2022-06,2022-06-22,20220605,20220605,export,1,8223.38,8868.19,kg,KG,Tulp Verkoop B.V.,[in full dataset],Waalwijk,,www.tulpkeukens.nl,[in full dataset],Y,Vidro Trading SA,[in full dataset],Port-au-Prince,,www.vidrotrading.com,[in full dataset],N,Tulp Verkoop B.V.,[in full dataset],,4686.4,4686.4,Amsterdam,Main Container Port,Port-au-Prince,1,1,5.86,MOL TRIUMPH,IMO6251471,MH,V281,415,EGLV,HBL,YMLU618707015,YMLU942273845,CAIU9551871,20GP,TANK,GP,LCL,CY/CY,DHL Global Forwarding,8223.38
Export (NL seller),Jo Viehoff Ruitersport V.O.F.,90101000,901010,5,Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper,MARKS3923,Netherlands,Malaysia,Malaysia,8,2019,12,2019-12,2019-12-20,20191207,20191207,export,1,5443548.96,7019.73,kg,KG,Jo Viehoff Ruitersport V.O.F.,[in full dataset],Landgraaf,,,,Y,PANASONIC APPLIANCES REFRIGERATION DEVICES MALAYSIA SDN. BHD,[in full dataset],Melaka,,,,Y,Jo Viehoff Ruitersport V.O.F.,[in full dataset],,9785.4,9785.4,Rotterdam,Tanjung Pelepas,Melaka,1,1,12.23,BARZAN,IMO9710252,MH,V843,770,HMMU,HBL,YMLU779350895,CMDU699588528,CAIU2608496,45HC,OPEN TOP,RF,LCL,CY/CY,Nippon Express,6352.78
Import (NL buyer),Global Factories B.V.,76072091,760720,6,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",MARKS5944,Venezuela,Netherlands,Netherlands,7,2022,11,2022-11,2022-11-11,20221123,20221123,import,1,53285.33,41450.54,kg,KG,"Extrudal, Extuccion de Aluminio C.A.",[in full dataset],Caracas,,,,Y,Global Factories B.V.,[in full dataset],'s-Gravenhage,,www.globalfactories.com,[in full dataset],Y,"Extrudal, Extuccion de Aluminio C.A.",[in full dataset],,4419.5,4419.5,Main Container Port,Amsterdam,'s-Gravenhage,1,1,5.52,APL MEXICO CITY,IMO5561240,PA,V460,990,COSU,HBL,ONEY939886228,HLCU157198619,CAIU7654321,40HC,DRY,HC,FCL,CFS/CFS,Nippon Express,37638.22
Import (NL buyer),B.V. Bureau van Borselen v.h. Ingenieursbureau van Borselen,90101000,901010,6,Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper,MARKS5422,Spain,Netherlands,Netherlands,6,2019,12,2019-12,2019-12-08,20191205,20191205,import,1,13993029.36,32719.64,kg,KG,SPRINTER MEGACENTROS DEL DEPORTE SL,[in full dataset],ALACANT/ALICANTE,,www.sprintersports.com,[in full dataset],Y,B.V. Bureau van Borselen v.h. Ingenieursbureau van Borselen,[in full dataset],Zoetermeer,,www.vanborselen.nl,[in full dataset],Y,SPRINTER MEGACENTROS DEL DEPORTE SL,[in full dataset],,5093.9,5093.9,Barcelona,Amsterdam,Zoetermeer,1,1,6.37,MSC GULSUN,IMO2293155,MH,V395,96,HLCU,HBL,MSCU256582820,EGLV513232352,BMOU3349497,20GP,OPEN TOP,GP,FCL,CY/CFS,Bollore Logistics,31072.14
Export (NL seller),AC Bathpolderweg 39 Vastgoed B.V.,03054300,030543,9,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",MARKS7278,Netherlands,Brunei,Brunei,7,2017,7,2017-07,2017-07-22,20170701,20170701,export,1,1624.22,1800.01,kg,KG,AC Bathpolderweg 39 Vastgoed B.V.,[in full dataset],Wateringen,,,,Y,Flexstone Office Services,[in full dataset],Brunei Muara,,,,Y,AC Bathpolderweg 39 Vastgoed B.V.,[in full dataset],,19282.5,19282.5,Amsterdam,Main Container Port,Brunei Muara,1,1,24.1,EVER ACME,IMO4575427,PA,V498,695,MAEU,SWB,ONEY598660774,CMDU732154749,TGHU6204963,40HC,FLAT RACK,HC,LCL,CY/CY,DHL Global Forwarding,1624.22
Export (NL seller),V.U. Boekhandel B.V.,90192090,901920,8,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",MARKS6404,Netherlands,Germany,Germany,8,2022,6,2022-06,2022-06-12,20220615,20220615,export,1,522343870.89,500.59,kg,KG,V.U. Boekhandel B.V.,[in full dataset],Amsterdam,,www.vuboekhandel.nl,[in full dataset],Y,DECATHLON Deutschland SE & Co. KG,[in full dataset],Plochingen,,,,Y,V.U. Boekhandel B.V.,[in full dataset],,8956.9,8956.9,Amsterdam,Wilhelmshaven,Plochingen,1,1,11.2,HYUNDAI LOYALTY,IMO8777641,PA,V127,690,ZIMU,SWB,HLCU163414199,YMLU972429358,MSCU3329222,45HC,FLAT RACK,GP,FCL,CFS/CFS,Expeditors,469.61
Import (NL buyer),Van Wijnen Smart Structures B.V.,73079100,730791,5,"Iron or steel; tube or pipe fittings, flanges, other than stainless steel",MARKS4793,Zimbabwe,Netherlands,Netherlands,7,2021,3,2021-03,2021-03-25,20210308,20210308,import,1,32139.43,31227.81,kg,KG,RIOZIM LTD,[in full dataset],Harare,,www.riozim.co.zw,[in full dataset],Y,Van Wijnen Smart Structures B.V.,[in full dataset],Heerenveen,,www.prefabbetonheerenveen.nl,[in full dataset],Y,RIOZIM LTD,[in full dataset],,6367.5,6367.5,Main Container Port,Rotterdam,Heerenveen,1,1,7.96,OOCL HONG KONG,IMO6933045,MH,V272,534,MSCU,SWB,MSCU816112505,ONEY707591270,MSCU4253448,45HC,DRY,HC,FCL,CY/CY,DSV,28583.68
Export (NL seller),Royal Seafood Nederland B.V.,03033300,030333,9,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",MARKS6706,Netherlands,Bulgaria,Bulgaria,6,2017,2,2017-02,2017-02-04,20170220,20170220,export,1,80286.54,5942.08,kg,KG,Royal Seafood Nederland B.V.,[in full dataset],Katwijk ZH,,,,Y,K-EI-G AD,[in full dataset],Varna,,,,Y,Royal Seafood Nederland B.V.,[in full dataset],,8471.1,8471.1,Rotterdam,Main Container Port,Varna,1,1,10.59,MSC GULSUN,IMO4978448,SG,V784,866,CMDU,SWB,COSU534043254,MAEU898837823,FCIU4412945,40GP,TANK,GP,LCL,CFS/CFS,Yusen Logistics,5172.13
Import (NL buyer),Koppert B.V.,38276300,382763,9,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures not included in the subheadings above,",MARKS2521,Ecuador,Netherlands,Netherlands,5,2023,7,2023-07,2023-07-20,20230709,20230709,import,1,223029.47,53711.02,kg,KG,Agripac S.A.,[in full dataset],Guayaquil,,www.agripac.com.ec,[in full dataset],Y,Koppert B.V.,[in full dataset],Berkel en Rodenrijs,,www.koppert.nl,[in full dataset],Y,Agripac S.A.,[in full dataset],,12071.1,12071.1,Main Container Port,Rotterdam,Berkel en Rodenrijs,1,1,15.09,OOCL HONG KONG,IMO5439545,PA,V426,243,MSCU,MBL,EGLV562979910,COSU858259878,FCIU8524995,20GP,TANK,RF,FCL,CY/CY,Bollore Logistics,49353.6
Import (NL buyer),"Metro, Materieel- en Transportmaatschappij B.V.",87084091,870840,5,Vehicle parts; gear boxes and parts thereof,MARKS2444,Iceland,Netherlands,Netherlands,6,2024,1,2024-01,2024-01-11,20240106,20240106,import,1,188261.91,103940.85,kg,KG,BL ehf.,[in full dataset],Reykjavik,,www.bl.is,[in full dataset],Y,"Metro, Materieel- en Transportmaatschappij B.V.",[in full dataset],Bunnik,,,,Y,BL ehf.,[in full dataset],,14079.3,14079.3,Main Container Port,Rotterdam,Bunnik,1,1,17.6,CSCL GLOBE,IMO5659199,SG,V225,514,ONEY,MBL,MAEU297089386,YMLU414633791,GESU1839421,40HC,FLAT RACK,HC,FCL,CY/CY,DSV,94981.41
Import (NL buyer),Kuwait Petroleum Europe B.V.,27122090,271220,7,"Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured",MARKS8880,Slovenia,Netherlands,Netherlands,5,2016,10,2016-10,2016-10-26,20161015,20161015,import,1,29237.64,33254.6,kg,KG,MI OSKRBA d.o.o.,[in full dataset],Postojna,,mioskrba.eu,[in full dataset],Y,Kuwait Petroleum Europe B.V.,[in full dataset],Rotterdam,,,,N,MI OSKRBA d.o.o.,[in full dataset],,23606.9,23606.9,Main Container Port,Amsterdam,Rotterdam,1,1,29.51,COSCO UNIVERSE,IMO7383129,MH,V282,461,ONEY,MBL,CMDU166138745,CMDU248376388,FCIU6434991,20GP,DRY,GP,FCL,CFS/CFS,CEVA Logistics,29237.64
Import (NL buyer),EuroParcs Parc du Soleil B.V.,87100000,871000,9,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles",MARKS4854,Singapore,Netherlands,Netherlands,8,2024,1,2024-01,2024-01-15,20240114,20240114,import,1,904813.33,73896.9,kg,KG,JARDINE CYCLE & CARRIAGE LIMITED,[in full dataset],Singapore,,www.jcclgroup.com,[in full dataset],Y,EuroParcs Parc du Soleil B.V.,[in full dataset],Noordwijk ZH,,www.europarcs.nl,[in full dataset],Y,JARDINE CYCLE & CARRIAGE LIMITED,[in full dataset],,18188.7,18188.7,Singapore (PSA),Rotterdam,Noordwijk ZH,1,1,22.74,ONE APUS,IMO6411698,MH,V758,737,COSU,SWB,YMLU332897252,COSU608718127,BMOU7966664,40HC,OPEN TOP,GP,FCL,CY/CY,Yusen Logistics,65497.07
