product,india_itc_hs8,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_duns,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Ginger (whole),09101130,09101100,091011,5,"Spices; ginger, neither crushed nor ground",MARKS9945,India,Netherlands,Netherlands,7,2025,8,2025-08,2025-08-23,20250816,20250816,import,1,3726323.53,1618.29,kg,KG,MATE PATIL URBAN NIDHI LIMITED,[in full dataset],[in full dataset],Aurangabad,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,MATE PATIL URBAN NIDHI LIMITED,[in full dataset],,22715.7,22715.7,Tuticorin,Rotterdam,Utrecht,1,1,28.39,HMM ALGECIRAS,IMO8286698,MH,V657,2,YMLU,MBL,ONEY830626095,MSCU985643593,GESU1558538,45HC,FLAT RACK,RF,LCL,CY/CY,Bollore Logistics,1476.49
"Chilli/Capsicum, crushed/ground",09042211,09042200,090422,6,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS2951,India,Netherlands,Netherlands,5,2024,5,2024-05,2024-05-13,20240501,20240501,import,1,8128089.63,5973.39,kg,KG,Cothas Coffee Company (Jp Nagar),[in full dataset],[in full dataset],Bengaluru,,,,N,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,Cothas Coffee Company (Jp Nagar),[in full dataset],,18299.6,18299.6,Cochin,Amsterdam,Utrecht,1,1,22.87,CMA CGM JULES VERNE,IMO4233894,PA,V804,176,CMDU,SWB,COSU425894404,YMLU830483064,GESU2134727,20GP,REEFER,RF,LCL,CY/CY,DHL Global Forwarding,5520.47
Ginger (whole),09101120,09101100,091011,6,"Spices; ginger, neither crushed nor ground",MARKS9222,India,Netherlands,Netherlands,6,2024,11,2024-11,2024-11-08,20241105,20241105,import,1,4123757.67,76046.2,kg,KG,THE INDIAN COFFEE WORKERS CO-OPERATIVE SOCIETY LIMITED,[in full dataset],[in full dataset],Mumbai,,,,Y,Continaf B.V.,[in full dataset],Zaandam,,www.daarnhouwer.com,[in full dataset],Y,THE INDIAN COFFEE WORKERS CO-OPERATIVE SOCIETY LIMITED,[in full dataset],,15204.2,15204.2,"Mundra, Gujarat",Amsterdam,Zaandam,1,1,19.01,CMA CGM JULES VERNE,IMO5409867,MH,V896,435,ONEY,HBL,COSU957401226,ONEY490011514,TCLU9568191,20GP,OPEN TOP,GP,LCL,CFS/CFS,Yusen Logistics,68244.47
Black pepper (whole),09041120,09041100,090411,6,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS7445,India,Netherlands,Netherlands,5,2024,11,2024-11,2024-11-08,20241121,20241121,import,1,4123757.67,57683.41,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,13981.9,13981.9,"Nhava Sheva (JNPT), Mumbai",Rotterdam,Utrecht,1,1,17.48,OOCL HONG KONG,IMO9028301,MH,V458,309,COSU,SWB,CMDU529415264,COSU721320355,TGHU8375279,20GP,TANK,RF,LCL,CY/CFS,Sinotrans,52416.82
Ginger (whole),09101130,09101100,091011,6,"Spices; ginger, neither crushed nor ground",MARKS2969,India,Netherlands,Netherlands,8,2024,2,2024-02,2024-02-02,20240226,20240226,import,1,3777184.92,10635.98,kg,KG,THE INDIAN COFFEE WORKERS CO-OPERATIVE SOCIETY LIMITED,[in full dataset],[in full dataset],Mumbai,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,THE INDIAN COFFEE WORKERS CO-OPERATIVE SOCIETY LIMITED,[in full dataset],,21773.6,21773.6,Cochin,Rotterdam,Utrecht,1,1,27.22,YM WARRANTY,IMO2481981,PA,V930,865,HMMU,SWB,EGLV836383436,ONEY865934828,CAIU4268492,45HC,TANK,GP,FCL,CY/CFS,CEVA Logistics,9516.34
"Ginger, crushed/ground",09101290,09101200,091012,9,"Spices; ginger, crushed or ground",MARKS3450,India,Netherlands,Netherlands,6,2025,7,2025-07,2025-07-17,20250708,20250708,import,1,4053624.08,5969.66,kg,KG,BAKERS SPICES & INGREDIENTS PRIVATE LIMITED,[in full dataset],[in full dataset],Coimbatore,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,BAKERS SPICES & INGREDIENTS PRIVATE LIMITED,[in full dataset],,8652.1,8652.1,Visakhapatnam,Rotterdam,Utrecht,1,1,10.82,HYUNDAI LOYALTY,IMO9607515,MH,V285,608,HMMU,SWB,ONEY189315612,MAEU767857049,BMOU6645544,45HC,OPEN TOP,HC,FCL,CY/CFS,Bollore Logistics,5495.86
"Coriander, crushed/ground",09092200,09092200,090922,7,"Spices; coriander seeds, crushed or ground",MARKS8410,India,Netherlands,Netherlands,5,2025,5,2025-05,2025-05-08,20250503,20250503,import,1,8489332.66,6466.04,kg,KG,J K SPICES AND FOOD PRODUCTS,[in full dataset],[in full dataset],Howrah,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,J K SPICES AND FOOD PRODUCTS,[in full dataset],,7208.2,7208.2,Kandla,Rotterdam,Utrecht,1,1,9.01,EVER ACME,IMO3671743,PA,V868,923,OOLU,SWB,CMDU521906590,COSU613999191,CAIU6742094,45HC,FLAT RACK,RF,FCL,CY/CFS,Bollore Logistics,5840.92
"Coriander, crushed/ground",09092200,09092200,090922,6,"Spices; coriander seeds, crushed or ground",MARKS9099,India,Netherlands,Netherlands,8,2024,1,2024-01,2024-01-18,20240122,20240122,import,1,3584339.46,26628.6,kg,KG,PARAS SPICES PRIVATE LIMITED,[in full dataset],[in full dataset],Moga,,www.parasspices.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,PARAS SPICES PRIVATE LIMITED,[in full dataset],,20297.3,20297.3,Tuticorin,Rotterdam,Utrecht,1,1,25.37,MOL TRIUMPH,IMO8062260,LR,V519,272,HMMU,HBL,CMDU250661977,COSU723058669,TGHU2685454,45HC,TANK,HC,LCL,CY/CY,DB Schenker,23550.83
Turmeric,09103010,09103000,091030,8,Spices; turmeric (curcuma),MARKS2537,India,Netherlands,Netherlands,7,2024,1,2024-01,2024-01-24,20240114,20240114,import,1,3584339.46,1458.03,kg,KG,ZEUS EXPORTS PRIVATE LIMITED,[in full dataset],[in full dataset],Ernakulam,,www.zeusexports.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ZEUS EXPORTS PRIVATE LIMITED,[in full dataset],,4181.1,4181.1,Cochin,Rotterdam,Utrecht,1,1,5.23,MSC OSCAR,IMO9632051,MH,V313,547,HLCU,HBL,MSCU142630935,CMDU675340280,CAIU6996370,20GP,OPEN TOP,RF,FCL,CY/CY,DHL Global Forwarding,1274.23
"Coriander, crushed/ground",09092200,09092200,090922,7,"Spices; coriander seeds, crushed or ground",MARKS1298,India,Netherlands,Netherlands,6,2024,9,2024-09,2024-09-04,20240919,20240919,import,1,6665850.08,6097.22,kg,KG,GINGER WEBS PRIVATE LIMITED,[in full dataset],[in full dataset],New Delhi,,www.gingerwebs.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,GINGER WEBS PRIVATE LIMITED,[in full dataset],,12371.2,12371.2,Tuticorin,Amsterdam,Utrecht,1,1,15.46,MAERSK MOLLER,IMO4812455,PA,V600,298,MSCU,HBL,CMDU183391718,MSCU725137272,TGHU8935890,40GP,TANK,HC,FCL,CY/CY,DHL Global Forwarding,5793.21
"Ginger, crushed/ground",09101290,09101200,091012,7,"Spices; ginger, crushed or ground",MARKS6629,India,Netherlands,Netherlands,5,2024,2,2024-02,2024-02-14,20240227,20240227,import,1,3777184.92,1405.98,kg,KG,PUSPA LIVE GRAINS & SPICES PRIVATE LIMITED,[in full dataset],[in full dataset],Cuttack,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,PUSPA LIVE GRAINS & SPICES PRIVATE LIMITED,[in full dataset],,4398,4398,Kolkata,Rotterdam,Utrecht,1,1,5.5,HYUNDAI LOYALTY,IMO4543610,PA,V192,152,YMLU,HBL,HLCU152983166,MAEU330274638,GESU6780716,45HC,TANK,RF,LCL,CFS/CFS,DB Schenker,1327.52
Ginger (whole),09101120,09101100,091011,7,"Spices; ginger, neither crushed nor ground",MARKS5515,India,Netherlands,Netherlands,6,2025,7,2025-07,2025-07-14,20250714,20250714,import,1,4053624.08,2948.41,kg,KG,ROOTS CORPORATION LIMITED,[in full dataset],[in full dataset],Mumbai,,www.gingerhotels.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,ROOTS CORPORATION LIMITED,[in full dataset],,16511.4,16511.4,Tuticorin,Amsterdam,Utrecht,1,1,20.64,ONE APUS,IMO9267463,LR,V564,492,MSCU,MBL,MAEU536318925,CMDU403491993,CAIU7243181,45HC,TANK,GP,LCL,CY/CFS,DHL Global Forwarding,2806.06
"Coriander, crushed/ground",09092200,09092200,090922,5,"Spices; coriander seeds, crushed or ground",MARKS3339,India,Netherlands,Netherlands,9,2024,6,2024-06,2024-06-04,20240612,20240612,import,1,5426151.02,1434.18,kg,KG,VIJAY LAXMI SPICES AND FOOD GRAIN PRIVATE LIMITED,[in full dataset],[in full dataset],Dhamtari,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,VIJAY LAXMI SPICES AND FOOD GRAIN PRIVATE LIMITED,[in full dataset],,23919.1,23919.1,Kandla,Rotterdam,Utrecht,1,1,29.9,CMA CGM JULES VERNE,IMO9615404,LR,V610,443,APLU,MBL,HLCU152134130,CMDU249077779,FCIU6736097,40HC,FLAT RACK,GP,FCL,CFS/CFS,Kuehne + Nagel,1356.97
"Coriander, crushed/ground",09092200,09092200,090922,7,"Spices; coriander seeds, crushed or ground",MARKS9660,India,Netherlands,Netherlands,8,2024,2,2024-02,2024-02-21,20240207,20240207,import,1,3777184.92,226417.73,kg,KG,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],[in full dataset],Salem,,www.narasuscoffee.in,[in full dataset],Y,Ginger Holding B.V.,[in full dataset],Amsterdam,,,,Y,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],,16273.4,16273.4,Tuticorin,Amsterdam,Amsterdam,1,1,20.34,CMA CGM JULES VERNE,IMO8769984,LR,V225,904,OOLU,MBL,COSU775026802,MSCU581237772,TGHU3895498,45HC,DRY,HC,FCL,CY/CY,CEVA Logistics,205978.62
"Chilli/Capsicum, crushed/ground",09042211,09042200,090422,6,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS4435,India,Netherlands,Netherlands,6,2025,5,2025-05,2025-05-19,20250513,20250513,import,1,8489332.66,32103.83,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,Strauss Coffee B.V.,[in full dataset],Amstelveen,,,,Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,14800.7,14800.7,"Mundra, Gujarat",Amsterdam,Amstelveen,1,1,18.5,MAERSK MOLLER,IMO4671868,LR,V212,959,EGLV,MBL,ONEY716225788,EGLV266774749,BMOU5384175,40HC,TANK,GP,FCL,CY/CFS,Kuehne + Nagel,28399.8
Cumin seeds,09093121,09093100,090931,7,"Spices; cumin seeds, neither crushed nor ground",MARKS2924,India,Netherlands,Netherlands,6,2024,12,2024-12,2024-12-06,20241204,20241204,import,1,4973909.49,20680.48,kg,KG,MISTERPEPPER FOODS AND SPICES LLP,[in full dataset],[in full dataset],Kozhikode,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,MISTERPEPPER FOODS AND SPICES LLP,[in full dataset],,13042.6,13042.6,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,16.3,ONE APUS,IMO6285480,MH,V579,70,CMDU,HBL,MSCU167511076,EGLV939465311,TGHU1714266,45HC,REEFER,HC,FCL,CFS/CFS,Nippon Express,18706.93
"Coriander, crushed/ground",09092200,09092200,090922,9,"Spices; coriander seeds, crushed or ground",MARKS2182,India,Netherlands,Netherlands,7,2025,8,2025-08,2025-08-01,20250814,20250814,import,1,3726323.53,20615.86,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,12596.8,12596.8,Visakhapatnam,Rotterdam,Utrecht,1,1,15.75,MAERSK MOLLER,IMO1864706,MH,V588,110,MSCU,MBL,EGLV771268086,ONEY772204328,BMOU9333437,20GP,TANK,RF,LCL,CY/CY,DHL Global Forwarding,19532.83
"Black pepper, crushed/ground",09041200,09041200,090412,7,"Spices; pepper (of the genus piper), crushed or ground",MARKS1130,India,Netherlands,Netherlands,9,2024,5,2024-05,2024-05-12,20240506,20240506,import,1,8128089.63,1516.37,kg,KG,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],[in full dataset],Salem,,www.narasuscoffee.in,[in full dataset],N,Euro-Caps B.V.,[in full dataset],Rotterdam,,www.euro-caps.nl,[in full dataset],Y,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],,14705.1,14705.1,Kandla,Amsterdam,Rotterdam,1,1,18.38,MOL TRIUMPH,IMO3903235,LR,V292,179,YMLU,MBL,CMDU106769179,CMDU166571906,GESU7741674,40HC,DRY,RF,FCL,CFS/CFS,DHL Global Forwarding,1364.24
"Ginger, crushed/ground",09101290,09101200,091012,7,"Spices; ginger, crushed or ground",MARKS6750,India,Netherlands,Netherlands,8,2024,6,2024-06,2024-06-21,20240606,20240606,import,1,5426151.02,6811.92,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,3738.2,3738.2,Kolkata,Amsterdam,Utrecht,1,1,4.67,APL MEXICO CITY,IMO5633567,MH,V205,172,MAEU,HBL,CMDU765191766,MAEU227559891,GESU4932189,20GP,DRY,GP,FCL,CY/CFS,Bollore Logistics,6421.4
Black pepper (whole),09041140,09041100,090411,6,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS1495,India,Netherlands,Netherlands,5,2024,12,2024-12,2024-12-08,20241218,20241218,import,1,4973909.49,3816.48,kg,KG,HOMIEE & GINGER PETS LLP,[in full dataset],[in full dataset],Mumbai,,www.homieeginger.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,HOMIEE & GINGER PETS LLP,[in full dataset],,4814.6,4814.6,Kolkata,Rotterdam,Utrecht,1,1,6.02,CMA CGM JULES VERNE,IMO6818188,PA,V334,252,MAEU,SWB,CMDU803253423,CMDU591037931,CAIU8422174,20GP,OPEN TOP,HC,FCL,CY/CFS,DSV,3429.91
Coriander seeds,09092190,09092100,090921,6,"Spices; coriander seeds, neither crushed nor ground",MARKS8892,India,Netherlands,Netherlands,5,2024,12,2024-12,2024-12-26,20241211,20241211,import,1,4973909.49,2057.32,kg,KG,INDUS COFFEE PRIVATE LIMITED,[in full dataset],[in full dataset],Nellore,,www.induscoffee.in,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDUS COFFEE PRIVATE LIMITED,[in full dataset],,6428.7,6428.7,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,8.04,BARZAN,IMO9060497,MH,V590,729,COSU,SWB,EGLV126714350,ONEY699028991,FCIU2276261,40HC,OPEN TOP,HC,FCL,CFS/CFS,Bollore Logistics,1911.97
"Black pepper, crushed/ground",09041200,09041200,090412,7,"Spices; pepper (of the genus piper), crushed or ground",MARKS3258,India,Netherlands,Netherlands,6,2025,3,2025-03,2025-03-16,20250307,20250307,import,1,4166176.36,6125.88,kg,KG,VANILLA BEAN HOME MADE CAKES,[in full dataset],[in full dataset],Kannur,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,VANILLA BEAN HOME MADE CAKES,[in full dataset],,20106,20106,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,25.13,EVER GIVEN,IMO2724044,PA,V955,562,OOLU,MBL,ONEY967887213,HLCU123856369,CAIU8984726,40GP,TANK,GP,LCL,CY/CFS,Nippon Express,5598.89
"Ginger, crushed/ground",09101210,09101200,091012,9,"Spices; ginger, crushed or ground",MARKS9815,India,Netherlands,Netherlands,9,2024,10,2024-10,2024-10-25,20241007,20241007,import,1,5609457.12,160042.2,kg,KG,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],[in full dataset],Kodagu,,www.slncoffee.com,[in full dataset],Y,J.S. Polak Koninklijke Specerijenmaalderij B.V.,[in full dataset],Steenwijk,,www.royalpolakspices.com,[in full dataset],Y,S.L.N. COFFEE PRIVATE LIMITED,[in full dataset],,13460.4,13460.4,"Nhava Sheva (JNPT), Mumbai",Rotterdam,Steenwijk,1,1,16.83,MOL TRIUMPH,IMO3473104,SG,V216,211,HLCU,SWB,MAEU685587381,COSU786726431,GESU5543279,45HC,TANK,HC,FCL,CY/CY,DSV,140373.37
Cumin seeds,09093119,09093100,090931,8,"Spices; cumin seeds, neither crushed nor ground",MARKS3725,India,Netherlands,Netherlands,7,2025,11,2025-11,2025-11-11,20251107,20251107,import,1,5046017,82916.32,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,7738,7738,Chennai,Rotterdam,Utrecht,1,1,9.67,HYUNDAI LOYALTY,IMO1527502,SG,V438,501,ONEY,HBL,COSU975860930,MSCU455942308,TCLU5483976,45HC,TANK,GP,FCL,CY/CY,DSV,76971.09
"Coriander, crushed/ground",09092200,09092200,090922,9,"Spices; coriander seeds, crushed or ground",MARKS7291,India,Netherlands,Netherlands,5,2024,6,2024-06,2024-06-22,20240616,20240616,import,1,5426151.02,50053.52,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,17535.3,17535.3,"Mundra, Gujarat",Amsterdam,Utrecht,1,1,21.92,EVER GIVEN,IMO2628396,MH,V980,384,YMLU,MBL,CMDU433500794,MAEU175664198,BMOU1186201,40GP,DRY,HC,LCL,CY/CY,DSV,47223.18
"Black pepper, crushed/ground",09041200,09041200,090412,6,"Spices; pepper (of the genus piper), crushed or ground",MARKS8148,India,Netherlands,Netherlands,9,2025,6,2025-06,2025-06-12,20250622,20250622,import,1,11170668.99,15277.67,kg,KG,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],[in full dataset],Kolkata,,www.mcleodrussel.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,MCLEOD RUSSEL INDIA LIMITED,[in full dataset],,1190.4,1190.4,Visakhapatnam,Rotterdam,Utrecht,1,1,1.49,MSC GULSUN,IMO5863348,MH,V552,101,CMDU,HBL,HLCU399490736,HLCU605332994,TCLU6276074,20GP,OPEN TOP,HC,FCL,CFS/CFS,Nippon Express,14430.5
Black pepper (whole),09041140,09041100,090411,9,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS9813,India,Netherlands,Netherlands,7,2024,6,2024-06,2024-06-03,20240618,20240618,import,1,5426151.02,2063.73,kg,KG,A M S SPICES AND FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],[in full dataset],Malappuram,,www.supernovafoods.com,[in full dataset],Y,J.S. Polak Koninklijke Specerijenmaalderij B.V.,[in full dataset],Steenwijk,,www.royalpolakspices.com,[in full dataset],Y,A M S SPICES AND FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],,20770.8,20770.8,Chennai,Rotterdam,Steenwijk,1,1,25.96,YM WARRANTY,IMO1822959,SG,V366,272,ZIMU,SWB,EGLV923102288,MSCU786926189,FCIU3582143,40HC,DRY,HC,FCL,CY/CY,Yusen Logistics,1820.62
"Black pepper, crushed/ground",09041200,09041200,090412,7,"Spices; pepper (of the genus piper), crushed or ground",MARKS4484,India,Netherlands,Netherlands,5,2025,3,2025-03,2025-03-12,20250312,20250312,import,1,4166176.36,16453.89,kg,KG,WAYANAD COFFEE OF BRAHMAGIRI FARMERS PRODUCER COMPANY LIMITED,[in full dataset],[in full dataset],Wayanad,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,WAYANAD COFFEE OF BRAHMAGIRI FARMERS PRODUCER COMPANY LIMITED,[in full dataset],,19684.6,19684.6,Kolkata,Amsterdam,Utrecht,1,1,24.61,MSC OSCAR,IMO6264054,PA,V678,872,OOLU,HBL,MSCU661106722,HLCU676312233,BMOU2056969,40GP,TANK,HC,FCL,CFS/CFS,Bollore Logistics,14410.34
Turmeric,09103030,09103000,091030,7,Spices; turmeric (curcuma),MARKS3153,India,Netherlands,Netherlands,7,2024,9,2024-09,2024-09-14,20240915,20240915,import,1,6665850.08,884.03,kg,KG,VANILLA BEAN HOME MADE CAKES,[in full dataset],[in full dataset],Kannur,,,,Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],N,VANILLA BEAN HOME MADE CAKES,[in full dataset],,3561.5,3561.5,"Mundra, Gujarat",Rotterdam,Utrecht,1,1,4.45,HMM ALGECIRAS,IMO7439839,MH,V611,93,ONEY,HBL,ONEY476458574,HLCU732228214,TCLU6780331,20GP,OPEN TOP,GP,LCL,CY/CFS,Bollore Logistics,802.87
Turmeric,09103010,09103000,091030,9,Spices; turmeric (curcuma),MARKS4721,India,Netherlands,Netherlands,8,2024,1,2024-01,2024-01-21,20240127,20240127,import,1,3584339.46,3989.84,kg,KG,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],[in full dataset],New Delhi,,www.irctc.com/,[in full dataset],Y,Euro-Caps B.V.,[in full dataset],Rotterdam,,www.euro-caps.nl,[in full dataset],Y,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,[in full dataset],,15851.7,15851.7,Visakhapatnam,Rotterdam,Rotterdam,1,1,19.81,MSC GULSUN,IMO4631585,LR,V420,785,MSCU,HBL,HLCU218639086,MSCU944304396,FCIU3258996,20GP,DRY,GP,FCL,CFS/CFS,Kuehne + Nagel,3741.42
Black pepper (whole),09041110,09041100,090411,7,"Spices; pepper (of the genus piper), neither crushed nor ground",MARKS8267,India,Netherlands,Netherlands,6,2025,3,2025-03,2025-03-11,20250327,20250327,import,1,4166176.36,16202.68,kg,KG,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],[in full dataset],Salem,,www.narasuscoffee.in,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,SRI NARASUS COFFEE COMPANY PRIVATE LIMITED,[in full dataset],,18631.7,18631.7,"Nhava Sheva (JNPT), Mumbai",Amsterdam,Utrecht,1,1,23.29,HMM ALGECIRAS,IMO8983609,PA,V393,62,ZIMU,HBL,ONEY188525571,COSU174208420,TGHU2217124,40HC,TANK,RF,LCL,CFS/CFS,Bollore Logistics,14507.37
"Chilli/Capsicum, crushed/ground",09042219,09042200,090422,5,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS4757,India,Netherlands,Netherlands,7,2024,12,2024-12,2024-12-05,20241210,20241210,import,1,4973909.49,1993.77,kg,KG,LEO DRYFRUITS & SPICES TRADING LIMITED,[in full dataset],[in full dataset],Navi Mumbai,,www.leodryfruitsandspices.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,LEO DRYFRUITS & SPICES TRADING LIMITED,[in full dataset],,14840.2,14840.2,Kolkata,Rotterdam,Utrecht,1,1,18.55,HMM ALGECIRAS,IMO9284824,PA,V737,389,COSU,HBL,ONEY599082183,HLCU489952082,MSCU3349439,20GP,REEFER,HC,FCL,CY/CY,Bollore Logistics,1801.44
"Chilli/Capsicum, crushed/ground",09042221,09042200,090422,9,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",MARKS8988,India,Netherlands,Netherlands,5,2025,4,2025-04,2025-04-23,20250408,20250408,import,1,5330617.29,1941.11,kg,KG,A M S SPICES AND FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],[in full dataset],Malappuram,,www.supernovafoods.com,[in full dataset],Y,JACOBS DOUWE EGBERTS NL B.V.,[in full dataset],Utrecht,,www.de.nl,[in full dataset],Y,A M S SPICES AND FOOD PRODUCTS PRIVATE LIMITED,[in full dataset],,13597.8,13597.8,Kandla,Rotterdam,Utrecht,1,1,17,MADRID MAERSK,IMO9192796,LR,V481,769,MSCU,HBL,MSCU545228046,MSCU167283472,TCLU2949817,45HC,DRY,RF,FCL,CY/CFS,Expeditors,1733.25
